course_name,play_date,tee_time,green_fee,source,booking_url,slots,hole_info,row_id
리베라,2026-09-18,18:59,140000,golfpang,,,18홀,tr_220346171
용인플라자,2026-09-18,18:00,140000,golfpang,,,18홀,tr_220260668
아세코밸리-퍼9,2026-09-18,18:13,120000,golfpang,,,18홀,tr_220306236
아세코밸리-퍼9,2026-09-18,18:06,120000,golfpang,,,18홀,tr_219952278
포웰(안성)cc,2026-09-18,18:25,109000,golfpang,,,18홀,tr_220306517
빅토리아-퍼9,2026-09-18,18:34,89000,golfpang,,,18홀,tr_220305391
빅토리아-퍼9,2026-09-18,18:27,89000,golfpang,,,18홀,tr_219153719
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220165534
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220220178
포웰(안성)cc,2026-09-18,18:46,109000,golfpang,,,18홀,tr_220306563
빅토리아-퍼9,2026-09-18,18:41,89000,golfpang,,,18홀,tr_220305393
포웰(안성)cc,2026-09-18,19:14,99000,golfpang,,,18홀,tr_220306544
한림용인,2026-09-18,19:02,120000,golfpang,,,18홀,tr_220165535
포웰(안성)cc,2026-09-18,19:00,85000,golfpang,,,18홀,tr_220260552
코리아,2026-09-18,18:15,119000,golfpang,,,18홀,tr_218159896
포웰(안성)cc,2026-09-18,19:14,85000,golfpang,,,18홀,tr_220305611
포웰(안성)cc,2026-09-18,19:14,85000,golfpang,,,18홀,tr_220339313
한림용인,2026-09-18,18:00,125000,golfpang,,,18홀,tr_219810802
용인플라자,2026-09-18,18:20,140000,golfpang,,,18홀,tr_219112633
한림용인,2026-09-18,18:34,130000,golfpang,,,18홀,tr_220208858
아세코밸리-퍼9,2026-09-18,18:06,120000,golfpang,,,18홀,tr_219995804
한림용인,2026-09-18,18:06,130000,golfpang,,,18홀,tr_220208857
해솔리아,2026-09-18,18:04,130000,golfpang,,,18홀,tr_220087730
한림용인,2026-09-18,17:59,130000,golfpang,,,18홀,tr_220208856
해솔리아,2026-09-18,17:50,140000,golfpang,,,18홀,tr_220204885
세현,2026-09-18,18:09,150000,golfpang,,,18홀,tr_220204544
포웰(안성)cc,2026-09-18,18:18,118000,golfpang,,,18홀,tr_220204588
포웰(안성)cc,2026-09-18,18:46,112000,golfpang,,,18홀,tr_220204589
해솔리아,2026-09-18,18:39,130000,golfpang,,,18홀,tr_220204887
세현,2026-09-18,19:19,150000,golfpang,,,18홀,tr_220218369
클럽72,2026-09-18,19:14,130000,golfpang,,,18홀,tr_220208873
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220206688
한림용인,2026-09-18,19:09,120000,golfpang,,,18홀,tr_220206689
포웰(안성)cc,2026-09-18,19:14,99000,golfpang,,,18홀,tr_220259720
세현,2026-09-18,19:33,150000,golfpang,,,18홀,tr_220012120
포웰(안성)cc,2026-09-18,20:03,99000,golfpang,,,18홀,tr_220324566
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220206687
세현,2026-09-18,18:09,150000,golfpang,,,18홀,tr_220012119
아난티중앙(야간),2026-09-18,18:29,120000,golfpang,,,18홀,tr_220008262
세현,2026-09-18,18:23,150000,golfpang,,,18홀,tr_220219127
포웰(안성)cc,2026-09-18,18:46,109000,golfpang,,,18홀,tr_220259717
한림용인,2026-09-18,18:55,120000,golfpang,,,18홀,tr_220366257
한림용인,2026-09-18,18:48,125000,golfpang,,,18홀,tr_220366226
포웰(안성)cc,2026-09-18,18:46,85000,golfpang,,,18홀,tr_220209663
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220233309
포웰(안성)cc,2026-09-18,18:46,85000,golfpang,,,18홀,tr_220206303
비에이비스타(퍼),2026-09-18,18:38,80000,golfpang,,,18홀,tr_220289444
비에이비스타(퍼),2026-09-18,18:38,80000,golfpang,,,18홀,tr_220289451
포웰(안성)cc,2026-09-18,18:46,85000,golfpang,,,18홀,tr_220346565
포웰(안성)cc,2026-09-18,19:38,85000,golfpang,,,18홀,tr_220289400
포웰(안성)cc,2026-09-18,18:46,85000,golfpang,,,18홀,tr_220289360
클럽72,2026-09-18,19:35,120000,golfpang,,,18홀,tr_220297583
비에이비스타(퍼),2026-09-18,18:38,80000,golfpang,,,18홀,tr_220239998
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220210573
그린힐,2026-09-18,18:38,110000,golfpang,,,18홀,tr_219991875
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220210571
한림용인,2026-09-18,19:02,120000,golfpang,,,18홀,tr_220362045
그린힐,2026-09-18,18:38,100000,golfpang,,,18홀,tr_220218097
포웰(안성)cc,2026-09-18,19:00,85000,golfpang,,,18홀,tr_219444171
골프존 안성W,2026-09-18,19:13,109000,golfpang,,,18홀,tr_220218953
비에이비스타,2026-09-18,18:17,130000,golfpang,,,18홀,tr_220218952
용인(비공개),2026-09-18,19:11,165000,golfpang,,,18홀,tr_220218940
블루원용인(퍼),2026-09-18,18:01,155000,golfpang,,,18홀,tr_220218939
포웰(안성)cc,2026-09-18,19:14,85000,golfpang,,,12홀,tr_219682364
비에이비스타(퍼),2026-09-18,18:45,80000,golfpang,,,18홀,tr_220238886
비에이비스타(퍼),2026-09-18,18:45,105000,golfpang,,,18홀,tr_220348687
포웰(안성)cc,2026-09-18,18:50,85000,golfpang,,,18홀,tr_220034000
비에이비스타(퍼),2026-09-18,18:45,105000,golfpang,,,18홀,tr_220342492
골프클럽Q,2026-09-18,18:43,120000,golfpang,,,18홀,tr_220032805
포웰(안성)cc,2026-09-18,19:56,91000,golfpang,,,18홀,tr_220260958
포웰(안성)cc,2026-09-18,19:49,91000,golfpang,,,18홀,tr_220260957
포웰(안성)cc,2026-09-18,18:46,91000,golfpang,,,18홀,tr_220278586
포웰(안성)cc,2026-09-18,19:00,91000,golfpang,,,18홀,tr_220260869
코리아,2026-09-18,18:36,119000,golfpang,,,18홀,tr_219772584
코리아,2026-09-18,18:15,119000,golfpang,,,18홀,tr_217696893
골드,2026-09-18,18:29,119000,golfpang,,,18홀,tr_219772579
코리아,2026-09-18,18:29,119000,golfpang,,,18홀,tr_217528995
비에이비스타(퍼),2026-09-18,18:45,105000,golfpang,,,18홀,tr_220349929
골프클럽Q,2026-09-18,18:43,120000,golfpang,,,18홀,tr_219997296
골드,2026-09-18,18:29,119000,golfpang,,,18홀,tr_217528986
골프클럽Q,2026-09-18,18:43,120000,golfpang,,,18홀,tr_220209174
비에이비스타(퍼),2026-09-18,18:45,80000,golfpang,,,18홀,tr_220349860
코리아,2026-09-18,18:36,139000,golfpang,,,18홀,tr_154922269
한림용인,2026-09-18,18:41,120000,golfpang,,,18홀,tr_220217603
블루원용인,2026-09-18,19:04,140000,golfpang,,,18홀,tr_220259544
코리아,2026-09-18,18:36,139000,golfpang,,,18홀,tr_178315590
포웰(안성)cc,2026-09-18,19:00,91000,golfpang,,,18홀,tr_219671809
리베라,2026-09-18,18:59,140000,golfpang,,,18홀,tr_220347237
리베라,2026-09-18,18:59,140000,golfpang,,,18홀,tr_220347236
리베라,2026-09-18,18:59,140000,golfpang,,,18홀,tr_220347233
해솔리아,2026-09-18,18:11,130000,golfpang,,,18홀,tr_220180484
해솔리아,2026-09-18,17:29,140000,golfpang,,,18홀,tr_220180483
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220203637
리베라,2026-09-18,18:59,140000,golfpang,,,18홀,tr_220088695
한림용인,2026-09-18,18:55,120000,golfpang,,,18홀,tr_220203638
한림용인,2026-09-18,18:41,120000,golfpang,,,18홀,tr_220203639
리베라,2026-09-18,18:59,140000,golfpang,,,18홀,tr_220346172
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220348906
클럽72,2026-09-18,18:46,140000,golfpang,,,18홀,tr_220325051
포웰(안성)cc,2026-09-18,18:25,109000,golfpang,,,18홀,tr_220325127
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220207797
코리아,2026-09-18,18:22,139000,golfpang,,,18홀,tr_219693015
코리아,2026-09-18,18:15,139000,golfpang,,,18홀,tr_217897073
코리아,2026-09-18,18:08,139000,golfpang,,,18홀,tr_217896928
클럽72,2026-09-18,17:50,150000,golfpang,,,18홀,tr_220242696
한림용인,2026-09-18,18:20,125000,golfpang,,,18홀,tr_220206332
아세코밸리-퍼9,2026-09-18,17:10,69000,golfpang,,,18홀,tr_220000587
써닝포인트,2026-09-18,17:57,145000,golfpang,,,18홀,tr_220301695
한림용인,2026-09-18,18:06,130000,golfpang,,,18홀,tr_220129771
빅토리아-퍼9,2026-09-18,18:13,89000,golfpang,,,18홀,tr_219766789
포웰(안성)cc,2026-09-18,18:32,109000,golfpang,,,18홀,tr_220007982
빅토리아-퍼9,2026-09-18,18:34,89000,golfpang,,,18홀,tr_220325520
빅토리아-퍼9,2026-09-18,19:09,89000,golfpang,,,18홀,tr_220325521
한림용인,2026-09-18,18:34,125000,golfpang,,,18홀,tr_220211936
포웰(안성)cc,2026-09-18,19:14,99000,golfpang,,,18홀,tr_220007983
아세코밸리-퍼9,2026-09-18,18:06,120000,golfpang,,,18홀,tr_219892321
포웰(안성)cc,2026-09-18,19:10,91000,golfpang,,,18홀,tr_220347516
비에이비스타(퍼),2026-09-18,18:45,90000,golfpang,,,18홀,tr_220306359
한림용인,2026-09-18,19:02,120000,golfpang,,,18홀,tr_220201555
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220201556
한림용인,2026-09-18,18:06,125000,golfpang,,,18홀,tr_220201554
포웰(안성)cc,2026-09-18,19:00,91000,golfpang,,,18홀,tr_220306587
용인플라자,2026-09-18,18:00,140000,golfpang,,,18홀,tr_218983804
용인플라자,2026-09-18,18:00,140000,golfpang,,,18홀,tr_220260736
블루원용인(퍼),2026-09-18,18:15,110000,golfpang,,,18홀,tr_220347137
블루원용인,2026-09-18,18:36,140000,golfpang,,,18홀,tr_220347125
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220346930
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220207734
그린힐,2026-09-18,18:38,100000,golfpang,,,18홀,tr_219996537
그린힐,2026-09-18,18:38,110000,golfpang,,,18홀,tr_219550437
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220184136
포웰(안성)cc,2026-09-18,19:00,91000,golfpang,,,18홀,tr_219392227
그린힐,2026-09-18,19:00,97000,golfpang,,,18홀,tr_219999158
포웰(안성)cc,2026-09-18,18:45,91000,golfpang,,,18홀,tr_220190387
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220346462
클럽72,2026-09-18,18:53,140000,golfpang,,,18홀,tr_220002549
한림용인,2026-09-18,17:52,135000,golfpang,,,18홀,tr_220211490
해솔리아,2026-09-18,18:11,130000,golfpang,,,18홀,tr_220211465
빅토리아-퍼9,2026-09-18,18:34,89000,golfpang,,,18홀,tr_220002492
골프클럽Q,2026-09-18,18:43,130000,golfpang,,,18홀,tr_220002097
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220289224
포웰(안성)cc,2026-09-18,19:14,91000,golfpang,,,18홀,tr_219776679
클럽72,2026-09-18,19:00,130000,golfpang,,,18홀,tr_219988313
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220126673
한림용인,2026-09-18,18:27,125000,golfpang,,,18홀,tr_220126675
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220126674
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220345871
블루원용인,2026-09-18,18:36,140000,golfpang,,,18홀,tr_220210363
블루원용인,2026-09-18,19:04,140000,golfpang,,,18홀,tr_220210367
비에이비스타,2026-09-18,18:17,130000,golfpang,,,18홀,tr_220210359
블루원용인,2026-09-18,18:33,140000,golfpang,,,18홀,tr_218694922
블루원용인,2026-09-18,19:11,140000,golfpang,,,18홀,tr_220190931
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220211327
그린힐,2026-09-18,18:38,110000,golfpang,,,18홀,tr_220345532
아세코밸리-퍼9,2026-09-18,17:24,120000,golfpang,,,18홀,tr_219158400
블루원용인,2026-09-18,18:22,140000,golfpang,,,18홀,tr_220242689
블루원용인,2026-09-18,19:04,140000,golfpang,,,18홀,tr_220241993
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220211321
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220345069
한림용인,2026-09-18,18:13,125000,golfpang,,,18홀,tr_220345045
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220345067
한림용인,2026-09-18,18:20,125000,golfpang,,,18홀,tr_220345066
이포,2026-09-18,19:09,120000,golfpang,,,18홀,tr_220214161
한림용인,2026-09-18,18:48,120000,golfpang,,,18홀,tr_220345044
포웰(안성)cc,2026-09-18,19:28,99000,golfpang,,,18홀,tr_220325475
한림용인,2026-09-18,18:12,125000,golfpang,,,18홀,tr_220183760
이포,2026-09-18,18:55,120000,golfpang,,,18홀,tr_220325447
비에이비스타(퍼),2026-09-18,18:38,90000,golfpang,,,18홀,tr_220325354
포웰(안성)cc,2026-09-18,19:04,91000,golfpang,,,18홀,tr_219718969
그린힐,2026-09-18,19:10,97000,golfpang,,,18홀,tr_219915052
포웰(안성)cc,2026-09-18,18:25,101000,golfpang,,,18홀,tr_220203179
클럽72,2026-09-18,18:39,140000,golfpang,,,18홀,tr_220236226
아세코밸리-퍼9,2026-09-18,17:10,120000,golfpang,,,18홀,tr_219768553
그린힐,2026-09-18,18:38,110000,golfpang,,,18홀,tr_220236179
포웰(안성)cc,2026-09-18,19:14,91000,golfpang,,,18홀,tr_220057291
포웰(안성)cc,2026-09-18,19:00,91000,golfpang,,,18홀,tr_219159827
포웰(안성)cc,2026-09-18,19:28,99000,golfpang,,,18홀,tr_220336726
클럽72,2026-09-18,19:07,140000,golfpang,,,18홀,tr_219673528
이천실크밸리,2026-09-18,18:31,115000,golfpang,,,18홀,tr_219913658
빅토리아-퍼9,2026-09-18,18:34,89000,golfpang,,,18홀,tr_220324986
해솔리아,2026-09-18,18:11,130000,golfpang,,,18홀,tr_220174944
